,rl_yaw,rl_roll,rl_pitch
351,-1.3125,-62.6875,36.6875
352,-1.25,-62.6875,36.6875
353,-1.25,-62.6875,36.75
354,-1.25,-62.6875,36.75
355,-1.25,-62.5625,36.625
356,-1.25,-62.5625,36.625
357,-1.25,-62.5625,36.6875
358,-1.3125,-62.5,36.6875
359,-1.3125,-62.5,36.6875
360,-1.25,-62.5625,36.75
361,-1.25,-62.5625,36.75
362,-1.25,-62.5625,36.75
363,-1.25,-62.5,36.75
364,-1.3125,-62.5,36.75
365,-1.3125,-62.4375,36.6875
366,-1.3125,-62.4375,36.6875
367,-1.3125,-62.4375,36.6875
368,-1.3125,-62.4375,36.6875
369,-1.3125,-62.4375,36.6875
370,-1.3125,-62.4375,36.6875
371,-1.3125,-62.4375,36.6875
372,-1.3125,-62.4375,36.6875
373,-1.3125,-62.4375,36.75
374,-1.3125,-62.375,36.75
375,-1.3125,-62.4375,36.75
376,-1.3125,-62.4375,36.875
377,-1.3125,-62.4375,36.875
378,-1.3125,-62.4375,36.8125
379,-1.3125,-62.4375,36.8125
380,-1.3125,-62.4375,36.8125
381,-1.375,-62.4375,36.8125
382,-1.375,-62.4375,36.8125
383,-1.375,-62.4375,36.8125
384,-1.375,-62.4375,36.8125
385,-1.375,-62.4375,36.75
386,-1.375,-62.4375,36.75
387,-1.375,-62.4375,36.75
388,-1.375,-62.4375,36.75
389,-1.375,-62.4375,36.75
390,-1.375,-62.4375,36.75
391,-1.375,-62.4375,36.75
392,-1.375,-62.4375,36.75
393,-1.375,-62.375,36.75
394,-1.375,-62.375,36.8125
395,-1.3125,-62.375,36.8125
396,-1.3125,-62.375,36.8125
397,-1.3125,-62.375,36.8125
398,-1.3125,-62.375,36.8125
399,-1.3125,-62.375,36.6875
400,-1.375,-62.375,36.625
401,-1.375,-62.375,36.5625
402,-1.375,-62.375,36.5
403,-1.375,-62.375,36.4375
404,-1.375,-62.375,36.375
405,-1.375,-62.375,36.3125
406,-1.375,-62.375,36.25
407,-1.375,-62.375,36.0625
408,-1.375,-62.375,36.0
409,-1.375,-62.375,36.0625
410,-1.375,-62.375,36.0625
411,-1.4375,-62.3125,36.0
412,-1.4375,-62.3125,36.0625
413,-1.4375,-62.3125,36.0625
414,-1.4375,-62.3125,36.125
415,-1.4375,-62.3125,36.125
416,-1.4375,-62.3125,36.125
417,-1.4375,-62.3125,36.125
418,-1.4375,-62.3125,36.1875
419,-1.4375,-62.3125,36.125
420,-1.4375,-62.3125,36.125
421,-1.375,-62.375,36.1875
422,-1.375,-62.375,36.25
423,-1.375,-62.375,36.25
424,-1.375,-62.375,36.25
425,-1.375,-62.375,36.25
426,-1.375,-62.375,36.25
427,-1.375,-62.375,36.25
428,-1.375,-62.375,36.25
429,-1.375,-62.375,36.25
430,-1.375,-62.375,36.25
431,-1.375,-62.375,36.25
432,-1.375,-62.375,36.25
433,-1.375,-62.375,36.25
434,-1.375,-62.375,36.25
435,-1.375,-62.375,36.25
436,-1.375,-62.375,36.25
437,-1.375,-62.375,36.3125
438,-1.375,-62.375,36.3125
439,-1.375,-62.375,36.3125
440,-1.375,-62.375,36.3125
441,-1.375,-62.3125,36.3125
442,-1.375,-62.3125,36.3125
443,-1.375,-62.3125,36.3125
444,-1.4375,-62.3125,36.3125
445,-1.4375,-62.25,36.375
446,-1.4375,-62.25,36.375
447,-1.375,-62.25,36.375
448,-1.375,-62.25,36.375
449,-1.375,-62.1875,36.4375
450,-1.375,-62.1875,36.4375
451,-1.375,-62.1875,36.4375
452,-1.375,-62.1875,36.4375
453,-1.375,-62.25,36.375
454,-1.5,-62.25,36.3125
455,-1.5625,-62.25,36.25
456,-1.5625,-62.25,36.3125
457,-1.5,-62.125,36.3125
458,-1.4375,-62.125,36.3125
459,-1.4375,-62.125,36.375
460,-1.4375,-62.125,36.375
461,-1.4375,-62.0625,36.375
462,-1.4375,-62.0625,36.375
463,-1.4375,-62.0625,36.375
464,-1.4375,-62.0625,36.375
465,-1.4375,-62.0625,36.375
466,-1.4375,-62.0625,36.375
467,-1.4375,-62.0625,36.375
468,-1.4375,-62.0625,36.375
469,-1.4375,-62.0625,36.375
470,-1.4375,-62.0625,36.4375
471,-1.4375,-62.0625,36.5
472,-1.4375,-62.0625,36.375
473,-1.4375,-62.0625,36.375
474,-1.4375,-62.0625,36.375
475,-1.4375,-62.0625,36.375
476,-1.4375,-62.0,36.4375
477,-1.4375,-62.0,36.4375
478,-1.4375,-62.0,36.4375
479,-1.4375,-62.0,36.5
480,-1.4375,-62.0,36.4375
481,-1.4375,-62.0,36.4375
